s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124
97.555557,87.286551,161.7368445,66.748539,64.1812875,123.228072,112.959066,154.03509,156.6023415,174.573102,0,0,238.7543895,174.573102,284.9649165,89.8538025,0,300.3684255,164.304096,115.5263175,0,0,0,0
95.5017558,85.4489394,158.3318583,65.3433066,62.8301025,120.6337968,110.5809804,150.792246,153.3054501,170.8978788,0,0,233.7279813,170.8978788,278.9656551,87.9621435,0,294.0448797,160.8450624,113.0941845,0,0,0,0
96.5286564,86.3677452,160.0343514,66.0459228,63.505695,121.9309344,111.7700232,152.413668,154.9538958,172.7354904,0,0,236.2411854,172.7354904,281.9652858,88.907973,0,297.2066526,162.5745792,114.310251,0,0,0,0
101.6631594,90.9617742,168.5468169,69.5590038,66.8836575,128.4166224,117.7152372,160.520778,163.1961243,181.9235484,0,0,248.8072059,181.9235484,296.9634393,93.6371205,0,313.0155171,171.2221632,120.3905835,0,0,0,0
102.69006,91.88058,170.24931,70.26162,67.55925,129.71376,118.90428,162.1422,164.84457,183.76116,0,0,251.32041,183.76116,299.96307,94.58295,0,316.17729,172.95168,121.60665,0,0,0,0
102.69006,91.88058,170.24931,70.26162,67.55925,129.71376,118.90428,162.1422,164.84457,183.76116,0,0,251.32041,183.76116,299.96307,94.58295,0,316.17729,172.95168,121.60665,0,0,0,0
98.5824576,88.2053568,163.4393376,67.4511552,64.85688,124.5252096,114.1481088,155.656512,158.2507872,176.4107136,0,0,241.2675936,176.4107136,287.9645472,90.799632,0,303.5301984,166.0336128,116.742384,0,0,0,0
93.4479546,83.6113278,154.9268721,63.9380742,61.4789175,118.0395216,108.2028948,147.549402,150.0085587,167.2226556,0,0,228.7015731,167.2226556,272.9663937,86.0704845,0,287.7213339,157.3860288,110.6620515,0,0,0,0
85.2327498,76.2608814,141.3069273,58.3171446,56.0741775,107.6624208,98.6905524,134.578026,136.8209931,152.5217628,0,0,208.5959403,152.5217628,248.9693481,78.5038485,0,262.4271507,143.5498944,100.9335195,0,0,0,0
74.9637438,67.0728234,124.2819963,51.2909826,49.3182525,94.6910448,86.8001244,118.363806,120.3365361,134.1456468,0,0,183.4638993,134.1456468,218.9730411,69.0455535,0,230.8094217,126.2547264,88.7728545,0,0,0,0
64.6947378,57.8847654,107.2570653,44.2648206,42.5623275,81.7196688,74.9096964,102.149586,103.8520791,115.7695308,0,0,158.3318583,115.7695308,188.9767341,59.5872585,0,199.1916927,108.9595584,76.6121895,0,0,0,0
67.4262934,60.32878883,111.7856969,46.13377969,44.35940355,85.17005482,78.07255025,106.4625685,108.2369447,120.6575777,0,0,165.0169812,120.6575777,196.9557518,62.10316497,0,207.6020086,113.5600731,79.84692639,0,0,0,0
63.40084304,56.72707009,105.111924,43.37952419,41.71108095,80.08527542,73.41150247,100.1065943,101.7750375,113.4541402,0,0,155.1652211,113.4541402,185.1971994,58.39551333,0,195.2078588,106.7803672,75.07994571,0,0,0,0
60.38175528,54.02578104,100.1065943,41.31383256,39.724839,76.27169088,69.91571664,95.3396136,96.92860716,108.0515621,0,0,147.7764011,108.0515621,176.3782852,55.6147746,0,185.9122465,101.6955878,71.5047102,0,0,0,0
59.37539269,53.12535136,98.43815104,40.62526868,39.06275835,75.00049603,68.7504547,93.75062004,95.31313037,106.2507027,0,0,145.3134611,106.2507027,173.4386471,54.68786169,0,182.8137091,100.0006614,70.31296503,0,0,0,0
59.37539269,53.12535136,98.43815104,40.62526868,39.06275835,75.00049603,68.7504547,93.75062004,95.31313037,106.2507027,0,0,145.3134611,106.2507027,173.4386471,54.68786169,0,182.8137091,100.0006614,70.31296503,0,0,0,0
60.38175528,54.02578104,100.1065943,41.31383256,39.724839,76.27169088,69.91571664,95.3396136,96.92860716,108.0515621,0,0,147.7764011,108.0515621,176.3782852,55.6147746,0,185.9122465,101.6955878,71.5047102,0,0,0,0
74.47083151,66.63179662,123.4647996,50.95372682,48.9939681,94.06841875,86.22938386,117.5855234,119.5452822,133.2635932,0,0,182.2575613,133.2635932,217.5332184,68.59155534,0,229.2917707,125.4245583,88.18914258,0,0,0,0
86.54718257,77.43695282,143.4861185,59.21649334,56.9389359,109.3227569,100.2125272,136.6534462,138.9310036,154.8739056,0,0,211.8128415,154.8739056,252.8088754,79.71451026,0,266.47422,145.7636759,102.4900846,0,0,0,0
95.60444586,85.54081998,158.5021076,65.41356822,62.89766175,120.7635106,110.6998847,150.9543882,153.4702947,171.08164,0,0,233.9793017,171.08164,279.2656182,88.05672645,0,294.361057,161.0180141,113.2157912,0,0,0,0
96.61080845,86.44124966,160.1705508,66.1021321,63.5597424,122.0347054,111.8651466,152.5433818,155.0857715,172.8824993,0,0,236.4422417,172.8824993,282.2052563,88.98363936,0,297.4595944,162.7129405,114.4075363,0,0,0,0
96.61080845,86.44124966,160.1705508,66.1021321,63.5597424,122.0347054,111.8651466,152.5433818,155.0857715,172.8824993,0,0,236.4422417,172.8824993,282.2052563,88.98363936,0,297.4595944,162.7129405,114.4075363,0,0,0,0
95.60444586,85.54081998,158.5021076,65.41356822,62.89766175,120.7635106,110.6998847,150.9543882,153.4702947,171.08164,0,0,233.9793017,171.08164,279.2656182,88.05672645,0,294.361057,161.0180141,113.2157912,0,0,0,0
95.60444586,85.54081998,158.5021076,65.41356822,62.89766175,120.7635106,110.6998847,150.9543882,153.4702947,171.08164,0,0,233.9793017,171.08164,279.2656182,88.05672645,0,294.361057,161.0180141,113.2157912,0,0,0,0
95.60444586,85.54081998,158.5021076,65.41356822,62.89766175,120.7635106,110.6998847,150.9543882,153.4702947,171.08164,0,0,233.9793017,171.08164,279.2656182,88.05672645,0,294.361057,161.0180141,113.2157912,0,0,0,0
93.59172068,83.73996061,155.1652211,64.03644047,61.57350045,118.2211209,108.3693608,147.7764011,150.2393411,167.4799212,0,0,229.0534217,167.4799212,273.386342,86.20290063,0,288.1639821,157.6281612,110.8323008,0,0,0,0
94.59808327,84.6403903,156.8336644,64.72500434,62.2355811,119.4923157,109.5346227,149.3653946,151.8548179,169.2807806,0,0,231.5163617,169.2807806,276.3259801,87.12981354,0,291.2625195,159.3230876,112.024046,0,0,0,0
99.62989621,89.14253872,165.1758806,68.16782372,65.54598435,125.84829,115.3609325,157.3103624,159.9322018,178.2850774,0,0,243.8310618,178.2850774,291.0241705,91.76437809,0,306.7552068,167.7977199,117.9827718,0,0,0,0
100.6362588,90.0429684,166.8443238,68.8563876,66.208065,127.1194848,116.5261944,158.899356,161.5476786,180.0859368,0,0,246.2940018,180.0859368,293.9638086,92.691291,0,309.8537442,169.4926464,119.174517,0,0,0,0
100.6362588,90.0429684,166.8443238,68.8563876,66.208065,127.1194848,116.5261944,158.899356,161.5476786,180.0859368,0,0,246.2940018,180.0859368,293.9638086,92.691291,0,309.8537442,169.4926464,119.174517,0,0,0,0
96.61080845,86.44124966,160.1705508,66.1021321,63.5597424,122.0347054,111.8651466,152.5433818,155.0857715,172.8824993,0,0,236.4422417,172.8824993,282.2052563,88.98363936,0,297.4595944,162.7129405,114.4075363,0,0,0,0
91.57899551,81.93910124,151.8283347,62.65931272,60.24933915,115.6787312,106.0388369,144.598414,147.0083875,163.8782025,0,0,224.1275416,163.8782025,267.5070658,84.34907481,0,281.9669072,154.2383082,108.4488105,0,0,0,0
83.5280948,74.73566377,138.4807888,57.15080171,54.95269395,105.5091724,96.71674135,131.8864655,134.0845732,149.4713275,0,0,204.4240215,149.4713275,243.9899611,76.93377153,0,257.1786077,140.6788965,98.91484911,0,0,0,0
73.46446892,65.73136693,121.7963564,50.26516295,48.33188745,92.7972239,85.06412191,115.9965299,117.9298054,131.4627339,0,0,179.7946213,131.4627339,214.5935803,67.66464243,0,226.1932333,123.7296319,86.99739741,0,0,0,0
63.40084304,56.72707009,105.111924,43.37952419,41.71108095,80.08527542,73.41150247,100.1065943,101.7750375,113.4541402,0,0,155.1652211,113.4541402,185.1971994,58.39551333,0,195.2078588,106.7803672,75.07994571,0,0,0,0
66.05024659,59.09758906,109.5043562,45.19227398,43.4541096,83.43189043,76.4792329,104.289863,106.0280274,118.1951781,0,0,161.6492877,118.1951781,192.9362466,60.83575344,0,203.3652329,111.2425206,78.21739728,0,0,0,0
62.10694829,55.56937478,102.9667827,42.49422778,40.8598344,78.45088205,71.91330854,98.06360256,99.69799594,111.1387496,0,0,151.998584,111.1387496,181.4176647,57.20376816,0,191.224025,104.6011761,73.54770192,0,0,0,0
59.14947456,52.92321408,98.06360256,40.47069312,38.914128,74.71512576,68.48886528,93.3939072,94.95047232,105.8464282,0,0,144.7605562,105.8464282,172.7787283,54.4797792,0,182.118119,99.62016768,70.0454304,0,0,0,0
58.16364998,52.04116051,96.42920918,39.79618157,38.2655592,73.46987366,67.34738419,91.83734208,93.36796445,104.082321,0,0,142.3478802,104.082321,169.8990828,53.57178288,0,179.0828171,97.95983155,68.87800656,0,0,0,0
58.16364998,52.04116051,96.42920918,39.79618157,38.2655592,73.46987366,67.34738419,91.83734208,93.36796445,104.082321,0,0,142.3478802,104.082321,169.8990828,53.57178288,0,179.0828171,97.95983155,68.87800656,0,0,0,0
59.14947456,52.92321408,98.06360256,40.47069312,38.914128,74.71512576,68.48886528,93.3939072,94.95047232,105.8464282,0,0,144.7605562,105.8464282,172.7787283,54.4797792,0,182.118119,99.62016768,70.0454304,0,0,0,0
72.95101862,65.27196403,120.9451098,49.91385485,47.9940912,92.1486551,84.46960051,115.1858189,117.1055825,130.5439281,0,0,178.5380193,130.5439281,213.0937649,67.19172768,0,224.6123468,122.8648735,86.38936416,0,0,0,0
84.78091354,75.85660685,140.5578303,58.00799347,55.7769168,107.0916803,98.16737357,133.8646003,136.095677,151.7132137,0,0,207.4901305,151.7132137,247.6495106,78.08768352,0,261.0359706,142.788907,100.3984502,0,0,0,0
93.65333472,83.79508896,155.2673707,64.07859744,61.614036,118.2989491,108.4407034,147.8736864,150.3382478,167.5901779,0,0,229.2042139,167.5901779,273.5663198,86.2596504,0,288.3536885,157.7319322,110.9052648,0,0,0,0
94.6391593,84.67714253,156.9017641,64.75310899,62.2626048,119.5442012,109.5821844,149.4302515,151.9207557,169.3542851,0,0,231.6168899,169.3542851,276.4459653,87.16764672,0,291.3889905,159.3922683,112.0726886,0,0,0,0
94.6391593,84.67714253,156.9017641,64.75310899,62.2626048,119.5442012,109.5821844,149.4302515,151.9207557,169.3542851,0,0,231.6168899,169.3542851,276.4459653,87.16764672,0,291.3889905,159.3922683,112.0726886,0,0,0,0
93.65333472,83.79508896,155.2673707,64.07859744,61.614036,118.2989491,108.4407034,147.8736864,150.3382478,167.5901779,0,0,229.2042139,167.5901779,273.5663198,86.2596504,0,288.3536885,157.7319322,110.9052648,0,0,0,0
93.65333472,83.79508896,155.2673707,64.07859744,61.614036,118.2989491,108.4407034,147.8736864,150.3382478,167.5901779,0,0,229.2042139,167.5901779,273.5663198,86.2596504,0,288.3536885,157.7319322,110.9052648,0,0,0,0
93.65333472,83.79508896,155.2673707,64.07859744,61.614036,118.2989491,108.4407034,147.8736864,150.3382478,167.5901779,0,0,229.2042139,167.5901779,273.5663198,86.2596504,0,288.3536885,157.7319322,110.9052648,0,0,0,0
91.68168557,82.03098182,151.998584,62.72957434,60.3168984,115.8084449,106.1577412,144.7605562,147.1732321,164.0619636,0,0,224.378862,164.0619636,267.8070289,84.44365776,0,282.2830845,154.4112599,108.5704171,0,0,0,0
92.66751014,82.91303539,153.6329773,63.40408589,60.9654672,117.053697,107.2992223,146.3171213,148.75574,165.8260708,0,0,226.791538,165.8260708,270.6866744,85.35165408,0,285.3183865,156.071596,109.737841,0,0,0,0
97.59663302,87.32330323,161.8049442,66.77664365,64.2083112,123.2799575,113.0066277,154.0999469,156.6682793,174.6466065,0,0,238.8549177,174.6466065,285.0849017,89.89163568,0,300.4948964,164.3732767,115.5749602,0,0,0,0
98.5824576,88.2053568,163.4393376,67.4511552,64.85688,124.5252096,114.1481088,155.656512,158.2507872,176.4107136,0,0,241.2675936,176.4107136,287.9645472,90.799632,0,303.5301984,166.0336128,116.742384,0,0,0,0
98.5824576,88.2053568,163.4393376,67.4511552,64.85688,124.5252096,114.1481088,155.656512,158.2507872,176.4107136,0,0,241.2675936,176.4107136,287.9645472,90.799632,0,303.5301984,166.0336128,116.742384,0,0,0,0
94.6391593,84.67714253,156.9017641,64.75310899,62.2626048,119.5442012,109.5821844,149.4302515,151.9207557,169.3542851,0,0,231.6168899,169.3542851,276.4459653,87.16764672,0,291.3889905,159.3922683,112.0726886,0,0,0,0
89.71003642,80.26687469,148.7297972,61.38055123,59.0197608,113.3179407,103.874779,141.6474259,144.0082164,160.5337494,0,0,219.5535102,160.5337494,262.047738,82.62766512,0,276.2124805,151.0905876,106.2355694,0,0,0,0
81.82343981,73.21044614,135.6546502,55.98445882,53.8312104,103.355924,94.7429303,129.194905,131.3481534,146.4208923,0,0,200.2521027,146.4208923,239.0105742,75.36369456,0,251.9300647,137.8078986,96.89617872,0,0,0,0
71.96519405,64.38991046,119.3107164,49.2393433,47.3455224,90.90340301,83.32811942,113.6292538,115.5230747,128.7798209,0,0,176.1253433,128.7798209,210.2141195,66.28373136,0,221.5770448,121.2045373,85.22194032,0,0,0,0
62.10694829,55.56937478,102.9667827,42.49422778,40.8598344,78.45088205,71.91330854,98.06360256,99.69799594,111.1387496,0,0,151.998584,111.1387496,181.4176647,57.20376816,0,191.224025,104.6011761,73.54770192,0,0,0,0
64.67419979,57.86638928,107.2230154,44.25076828,42.54881565,81.69372605,74.88591554,102.1171576,103.8191102,115.7327786,0,0,158.2815942,115.7327786,188.9167415,59.56834191,0,199.1284572,108.9249681,76.58786817,0,0,0,0
60.81305353,54.41167948,100.8216414,41.60893136,40.00858785,76.81648867,70.41511462,96.02061084,97.62095435,108.823359,0,0,148.8319468,108.823359,177.6381301,56.01202299,0,187.2401911,102.4219849,72.01545813,0,0,0,0
57.91719384,51.82064712,96.02061084,39.62755368,38.103417,73.15856064,67.06201392,91.4482008,92.97233748,103.6412942,0,0,141.7447112,103.6412942,169.1791715,53.3447838,0,178.3239916,97.54474752,68.5861506,0,0,0,0
56.95190728,50.95696967,94.42026733,38.96709445,37.46836005,71.9392513,65.94431369,89.92406412,91.42279852,101.9139393,0,0,139.3822994,101.9139393,166.3595186,52.45570407,0,175.351925,95.91900173,67.44304809,0,0,0,0
56.95190728,50.95696967,94.42026733,38.96709445,37.46836005,71.9392513,65.94431369,89.92406412,91.42279852,101.9139393,0,0,139.3822994,101.9139393,166.3595186,52.45570407,0,175.351925,95.91900173,67.44304809,0,0,0,0
57.91719384,51.82064712,96.02061084,39.62755368,38.103417,73.15856064,67.06201392,91.4482008,92.97233748,103.6412942,0,0,141.7447112,103.6412942,169.1791715,53.3447838,0,178.3239916,97.54474752,68.5861506,0,0,0,0
71.43120574,63.91213145,118.42542,48.87398287,46.9942143,90.22889146,82.70981717,112.7861143,114.6658829,127.8242629,0,0,174.8184772,127.8242629,208.6543115,65.79190002,0,219.9329229,120.3051886,84.58958574,0,0,0,0
83.0146445,74.27626087,137.6295422,56.79949361,54.6148977,104.8606036,96.12221995,131.0757545,133.2603504,148.5525217,0,0,203.1674194,148.5525217,242.4901458,76.46085678,0,255.5977212,139.8141381,98.30681586,0,0,0,0
91.70222358,82.04935794,152.0326338,62.74362666,60.33041025,115.8343877,106.181522,144.7929846,147.206201,164.0987159,0,0,224.4291261,164.0987159,267.8670215,84.46257435,0,282.34632,154.4458502,108.5947385,0,0,0,0
92.66751014,82.91303539,153.6329773,63.40408589,60.9654672,117.053697,107.2992223,146.3171213,148.75574,165.8260708,0,0,226.791538,165.8260708,270.6866744,85.35165408,0,285.3183865,156.071596,109.737841,0,0,0,0
92.66751014,82.91303539,153.6329773,63.40408589,60.9654672,117.053697,107.2992223,146.3171213,148.75574,165.8260708,0,0,226.791538,165.8260708,270.6866744,85.35165408,0,285.3183865,156.071596,109.737841,0,0,0,0
91.70222358,82.04935794,152.0326338,62.74362666,60.33041025,115.8343877,106.181522,144.7929846,147.206201,164.0987159,0,0,224.4291261,164.0987159,267.8670215,84.46257435,0,282.34632,154.4458502,108.5947385,0,0,0,0
91.70222358,82.04935794,152.0326338,62.74362666,60.33041025,115.8343877,106.181522,144.7929846,147.206201,164.0987159,0,0,224.4291261,164.0987159,267.8670215,84.46257435,0,282.34632,154.4458502,108.5947385,0,0,0,0
91.70222358,82.04935794,152.0326338,62.74362666,60.33041025,115.8343877,106.181522,144.7929846,147.206201,164.0987159,0,0,224.4291261,164.0987159,267.8670215,84.46257435,0,282.34632,154.4458502,108.5947385,0,0,0,0
89.77165045,80.32200304,148.8319468,61.4227082,59.06029635,113.395769,103.9461216,141.7447112,144.1071231,160.6440061,0,0,219.7043024,160.6440061,262.2277158,82.68441489,0,276.4021869,151.1943587,106.3085334,0,0,0,0
90.73693702,81.18568049,150.4322903,62.08316743,59.6953533,114.6150783,105.0638218,143.2688479,145.6566621,162.371361,0,0,222.0667143,162.371361,265.0473687,83.57349462,0,279.3742534,152.8201044,107.4516359,0,0,0,0
95.56336984,85.50406775,158.4340079,65.38546357,62.87063805,120.7116251,110.652323,150.8895313,153.4043568,171.0081355,0,0,233.8787735,171.0081355,279.1456329,88.01889327,0,294.2345861,160.9488334,113.1671485,0,0,0,0
96.5286564,86.3677452,160.0343514,66.0459228,63.505695,121.9309344,111.7700232,152.413668,154.9538958,172.7354904,0,0,236.2411854,172.7354904,281.9652858,88.907973,0,297.2066526,162.5745792,114.310251,0,0,0,0
96.5286564,86.3677452,160.0343514,66.0459228,63.505695,121.9309344,111.7700232,152.413668,154.9538958,172.7354904,0,0,236.2411854,172.7354904,281.9652858,88.907973,0,297.2066526,162.5745792,114.310251,0,0,0,0
92.66751014,82.91303539,153.6329773,63.40408589,60.9654672,117.053697,107.2992223,146.3171213,148.75574,165.8260708,0,0,226.791538,165.8260708,270.6866744,85.35165408,0,285.3183865,156.071596,109.737841,0,0,0,0
87.84107732,78.59464813,145.6312598,60.10178975,57.79018245,110.9571503,101.7107211,138.6964379,141.0080452,157.1892963,0,0,214.9794787,157.1892963,256.5884101,80.90625543,0,270.4580539,147.9428671,104.0223284,0,0,0,0
80.11878481,71.68522852,132.8285117,54.81811592,52.70972685,101.2026756,92.76911926,126.5033444,128.6117335,143.370457,0,0,196.0801839,143.370457,234.0311872,73.79361759,0,246.6815217,134.9369007,94.87750833,0,0,0,0
70.46591917,63.048454,116.8250765,48.21352364,46.35915735,89.00958211,81.59211694,111.2619776,113.1163439,126.096908,0,0,172.4560653,126.096908,205.8346586,64.90282029,0,216.9608564,118.6794428,83.44648323,0,0,0,0
60.81305353,54.41167948,100.8216414,41.60893136,40.00858785,76.81648867,70.41511462,96.02061084,97.62095435,108.823359,0,0,148.8319468,108.823359,177.6381301,56.01202299,0,187.2401911,102.4219849,72.01545813,0,0,0,0
61.67565004,55.18347635,102.2517356,42.19912897,40.57608555,77.90608426,71.41391057,97.38260532,99.00564874,110.3669527,0,0,150.9430382,110.3669527,180.1578198,56.80651977,0,189.8960804,103.874779,73.03695399,0,0,0,0
